text,standardized,split,input_char_len,target_char_len,input_truncated,target_truncated,input_padding_needed,target_padding_needed
Li bien triste pou trouve artiste p tombé dans ca qualité la route la lartiste bizin donne bon lexemple parti ZOT très visible devant la société et zt parmis banne lexemple pour lepepe pou banne jeunes aster si zit même ZOT p faire c ki pas bon ki les autres pou suive Avant ti Ena sky to be aster la [NAME] n dimoune ki Mauriciens bien apprécié Li dommage le monde p Al fini net aller,"Li bien triste pu truve artiste pe tombe dans sa qualité la route la. L'artiste bizin donne bon legzanp parti zot très visible devant la société, et zot parmis bann legzanp pour lepep, pu bann jeunes, aster si zot même zot pe faire seki pas bon ki les autres pu suive. Avant ti ena sky to be aster la [NAME] enn dimunn ki Mauriciens bien apprécié. Li dommage, le monde pe ale fini net ale.",train,387,391,True,True,0,0
"[NAME], 👀👀sabre la ki déroule sa pa trouve p vin pren nu pou bouric 🙄🙄🙄","[NAME], 👀👀sabre la ki derule sa? Pa truve pe vinn pran nu pu bourik. 🙄🙄🙄",train,73,74,False,False,183,182
Mes sincères condoléances a vous tous tane sa crie la souffrance sa komier tant pou aler kumsa boire sou conduire,"Mes sincères condoléances à vous tous. Tande sa crie la souffrance sa. Komie tan pu ale kumsa? Boire, sou, kondire.",train,115,117,False,False,141,139
"Parking blocked par sècurité, zot dire ou pou staff sa, parking public ki coté alors????","Parking blocked par sekirite, zot dire ou pu staff sa, parking public ki kote alors????",train,90,89,False,False,166,167
P coze cake aster b lor la plage et cot robo kisane la ine faire sa,Pe koze cake aster. B lor la plage et kot robo kisnala la inn faire sa?,train,69,73,False,False,187,183
Ene coter li komik mais de l'autre coter li revoltant parski dimoune pa peur pu kokain,Enn kote li comik mais de l'autre kote li revoltant parski dimunn pa peur pu kokin.,train,88,85,False,False,168,171
Bizin fer ferme tous magazin dan l'île fer la foire dans tou l'île Maurice koume sa nou gagné client gouvernement siiiiiiiiiiiiiiiiiiiiiiiiiii,Bizin fer ferme tu magazin dan l'île fer la foire dans tu l'île Maurice kumsa nu gagne client gouvernement si.,train,144,112,False,False,112,144
Ki sahh 5 profiteur la,Ki sa 5 profiteur la?,train,24,23,False,False,232,233
Si zot travail 24/7 couma zot pou travail dans privé? Zot capav travail 24/7 chez zot. Zot bane money making machine sa bane docter la. Moi mo dir fer vinne medicins et dentists depuis letranger. Meilleur service et meilleur fees. Dans maurice docter et dentists prend zot pou bondié /ziska zot nurse bane ki prend rendezvous dans lopital zot prend zot pou indispensable bizin get zot facon coz r patients couma dir jamais zot pas pou malade mais zot bliyé ki la roue tourné!,Si zot travail 24/7 kuma zot pu travail dans prive? Zot kapav travail 24/7 chez zot. Zot bann money making machine sa bann docteur la. Moi mo dir fer vinn medicins et dentists depuis etranzer. Meilleur service et meilleur fees. Dans Maurice docteur et dentists prend zot pu Bondieu ziska zot nurse bann ki prend rendez vous dans lopital zot prend zot pu indispensable bizin get zot facon koze ar patients kumadir jamais zot pas pu malade mais zot bliye ki la roue tourne!,train,477,473,True,True,0,0
Madame u deserve an award 👏 saem m enan pour direeee ou.,"Madame, you deserve an award. 👏 Samem mo ena pour dire ou.",train,58,60,False,False,198,196
Laquel ki CP ladans???,Lakel ki CP ladan???,train,24,22,False,False,232,234
"[NAME], mo bien dakor avec ou frere","[NAME], mo bien dakor avec ou frere.",train,37,38,False,False,219,218
Zot pas entor ban policier la ine fou n commisair alzalmer b ki li rappel pa mw sa li sa,"Zot pas antor bann policier la. Inn fou, enn commisair Alzheimer b ki li rapel? Pa mwa sa li sa.",train,90,98,False,False,166,158
Ena p dire best minister. Conner li bien apres cozer. Pa gette li douce. So la guelle pli malang ki toilet sa,Ena pe dire best minister. Kone li bien apre koze. Pa get li douce. So lagel plis malang ki toilet sa.,train,111,104,False,False,145,152
Bizin ena ene loi pou ban étudiant concernant discipline dans bus kan p prend transport pou al lekol ou lakaz bravo,Bizin ena enn loi pu bann étudiant concernant discipline dans bus. Kan pe prend transport pu ale lekol ou lakaz. Bravo!,train,117,121,False,False,139,135
Secret la ti bien garder ziska ki Temoins pe coumence Frustrer?,Secret la ti bien garde ziska ki temoins pe komans frustrer?,train,65,62,False,False,191,194
Hope li return la kaz sain et sauf,Hope li return lakaz sain et sauf.,train,36,36,False,False,220,220
Ala zistwar bolom loulou al raconte sa dans ou cameroune la bas vous avez fumé la moquette ou quoi,"Ala zistwar bolom loulou, ale raconte sa dans ou Cameroun laba. Vous avez fume la moquette ou quoi!",train,100,101,False,False,156,155
Prend to discour alle lacaz vendeur,"Prend to discour, ale lakaz vendeur!",train,37,38,False,False,219,218
Bro met serye la do ou 1 mari bon Artist ou fer 1 zafer couma sa la ou pe fer ou famille marche la tete be se la,"Brother met serye la dow... ou 1 mari bon artist. Ou fer 1 zafer kumsa, la ou pe fer ou famille marse latet bese la.",train,114,118,False,False,142,138
Bisin casse so liki mem sa movais bacharach la..,Bizin kase so liki mem sa move batiara la..,train,50,45,False,False,206,211
Banes la p croire zot ice kouma dan lamerik🤣🤣🤣,Bann la pe croire zot ice. Kuma dan Amerik. 🤣🤣🤣,train,48,49,False,False,208,207
"[NAME], non pas mo manière sa😂😂","[NAME], non pas mo manière sa😂😂.",train,33,34,False,False,223,222
Figire malpropre p gard labarbe soi disant musulman pu fr travay haraam,Figure malpropre.. Pe garde labarbe soi disant Musulman. Pu fer travail haraam.,train,73,81,False,False,183,175
Sa bann crypto qnet dollars jet ponzi scheme pyramid scheme tou fausse net sa bizin are sa bann mafia la,"Sa bann crypto qnet, dollars jet, ponzi scheme, pyramid scheme, tu fausse net sa. Bizin ar sa bann mafia la.",train,106,110,False,False,150,146
Bizin donne nom labanque Qui sa coullionade casiette information Public bizin gagne tout information pour rest vigilant,Bizin donne nom labank. Qui sa kuyonad kasyet information? Public bizin gagne tu information pour reste vigilant.,train,121,115,False,False,135,141
T piti mm,To piti mem.,train,11,14,False,False,245,242
Mokne sa monsieur la ene monsieur ki trav extra dure sa bien souvent mo truv li lor long camion la farine touletemp p trav kan ou truv li,Mo kone sa monsieur la enn monsieur ki travail extra dure. Bien souvent mo truve li lor long camion la farine. Tultan pe travail kan ou truve li.,train,139,147,False,False,117,109
"[NAME], la bank ou pena confiance aster","[NAME], labank ou pena confiance aster.",train,41,41,False,False,215,215
B toi qui to p fer travail maneuve dan finance,B toi qui to pe fer travail maneuve dan finance.,train,48,50,False,False,208,206
Poisson la kote czi jis filet,Poisson la kote? Se zis filet.,train,31,32,False,False,225,224
La mer so traka zot pe pren 😂😂jour sunami pu ena 😂😂😂nu gete ki pinishion la mer pu gagne,La mer so tracas zot pe pran 😂😂jour sunami pu ena 😂😂😂nu get ki pinishion la mer pu gagne.,train,90,91,False,False,166,165
"Ena la viande ladan?? Compagnie la pou fer defaite... 😆 pareil couma senser aloe vera p bour la graisse cochon, dan lipstick 💄 osi mem zafer..","Ena la viande ladan?? Compagnie la pu fer defaite... 😆 pareil kuma sanse aloe vera pe boure la graisse cochon, dan lipstick, 💄 osi mem zafer..",train,144,144,False,False,112,112
Ledukation met pna lot met enan.... Kaitai sa do eiinnn.... Zt pen gne delo lapli,Ledikasyon met pena lot met ena.... Kaitai sa do ein.... Zot pann gagne dilo lapli.,train,83,85,False,False,173,171
"[NAME], ena boukou p atann ki paul aller, pou zot kpav kokin","[NAME], ena buku pe atann ki Paul ale, pu zot kapav kokin.",train,62,60,False,False,194,196
Tous le mois zot pe stabilize prix mais partout kot ti cher pe vin plus cher ki avant et zot pe stabilizer mem zot come on what joke it's a committee of clown 🤡,"Tu le mois zot pe stabilize prix, mais partu kot ti cher pe vinn plus cher ki avant et zot pe stabilizer mem zot. Come on what joke, it's a committee of clown. 🤡",train,162,163,False,False,94,93
Parce ki professer nek absent apre dir zenfant pa ggn credit mo garson dan college depi lekol ine rentre 3 professer fini absent pena classe alr pa bizin pran lesson mem,"Parski professeur nek absent apre dir zanfan pa gagne credit. Mo garson dan college, depi lekol inn rantre 3 professeur fini absent. Pena classe alor pa bizin pran lesson mem?",train,171,177,False,False,85,79
9 ans apres tight scénario peut être monter pièce par pièce par vengeance pas cave tout vr temps to rest trankil qui tone atane pendant 9 ans p rode role sa next sinon ena cannard là-bas,9 ans apre? Tight. Scénario peut être monte pièce par pièce par vengeance. Pas kapav tu vr tan to reste trankil. Qui tonn atann pendant 9 ans? Pe rode role sa. Next. Sinon ena cannard là-bas?,train,188,193,False,False,68,63
Vascodegama gun🤣🤣🤣,Vasco da Gama gun.🤣🤣🤣,train,20,23,False,False,236,233
Serie Ekta kapoor net,Serie ekta kapoor net.,train,23,24,False,False,233,232
Parents la cot ti été??,Parents la kot ti ete??,train,25,25,False,False,231,231
"V dir li droger e ine consom lalcol. Ena beze la. E lor la li p conduire, li ki ti bizin crever. Sal batar la","Vdire li droger et inn consom lalkol. Ena bez la. Et lor la li pe kondire, li ki ti bizin creve. Sal batar la.",train,111,112,False,False,145,144
Kan nou tan lapolice gain delicat,Kan nu tande lapolis gain delicat.,train,35,36,False,False,221,220
ACTION ZERO!!! MAIS KOZEE ENE TAS,ACTION ZERO!!! MAIS KOZE ENTA.,train,35,32,False,False,221,224
Dan ki p dévélopé?????? Heiin. Dan chuchutar finance🤣,Dan ki pe dévélopé?????? Hein. Dan chuchutar finance.🤣,train,55,56,False,False,201,200
Mw hier m ti al lamer.. M asiz lor bord laplage m viel m znfnt.. M bourik mw non? 🤨😢😢,Mwa hier mo ti ale lamer.. Mo asize lor bord laplage mo veye mo zanfan.. Mo bourik mwa non? 🤨😢😢,train,87,97,False,False,169,159
Zenfant zordi nepli interesser avec l'education. Reseau sociaux p prend le dessus. Zot pas gagne tracas zot l'avenir. P gagne plus bcoup boss qui travailleur,Zanfan zordi nepli interese avec ledikasyon. Reseau sociaux pe prend le dessus. Zot pas gagne tracas zot l'avenir. Pe gagne plus buku boss qui travailleur.,train,159,157,False,False,97,99
La majorité du temps zot pas la bane doc la,La majorité du tan zot pas la bann doctor la.,train,45,47,False,False,211,209
Comiko pa asé fer peyment boss?,Comiko pa ase fer peyment boss?,train,33,33,False,False,223,223
Aret bat lakol... Dilo p glisse lr bred songe m,Aret bate lakol... Dilo pe glisse lor bred songe mo.,train,49,54,False,False,207,202
"[NAME], mw zour examin éclate so baraz vine fer dezorde 🔥 💯","[NAME], mwa zur legzame: éclate so baraz, vinn fer dezord. 🔥 💯",train,61,64,False,False,195,192
"Prend taxi si to envie boire, to mettre to la vie et les autres en jeux aussi","Prend taxi si to anvi boire, to met to lavi et les autres en jeux aussi.",train,79,74,False,False,177,182
Ena ene catégorie sofer mo pa pou pointe ledoigt parski tou dimoune blame zot mais dan port louis quand sa bann sofer bizin sorti lor ene lane dan gauche ki p alle fini et rabattre dan droite couma dire oblizé donn zot passage sinon zot raye ou véhicule ou 20cm deriere ene lot masine zot rentre devant ou couma dire p dire ou choisir soit-même rentre devant toi soit mo rayé to loto peut etre bizin aprann zot kisanla ena priorité,"Ena enn catégorie sofer, mo pa pu pointe ledoigt parski tu dimunn blame zot. Mais dan Port Louis quand sa bann sofer bizin sorti lor enn lane dan gauche ki pe ale fini et rabattre dan droite. Kumadir oblize donne zot passage, sinon zot. Raye ou véhicule. Ou 20 cm deryer enn lot masine. Zot rantre devant ou. Kumadir pe dire ou, choisir: soit-même rantre devant toi, soit mo raye to loto. Petet bizin aprann zot kisanla ena priorité.",train,433,435,True,True,0,0
Etta [NAME] kito fr😏Tiic,Eta [NAME] ki to fer?😏Tiic.,train,26,29,False,False,230,227
"Check la guele, li p coz law n order, so someil in casser","Check la guele, li pe koze law and order, so somey inn kase.",train,59,62,False,False,197,194
Logikmann pu rentre ek sorti.,Logikmann pu rantre ek sorti.,train,31,31,False,False,225,225
Madame ou kone boussou 🤌🏽😃 ici maurice ici reste surpris la bas,Madame ou kone boussou? 🤌🏽😃 ici Maurice ici. Reste surpris laba.,train,65,66,False,False,191,190
concubin.. zot fort lor sa,Concubin.. Zot fort lor sa.,train,28,29,False,False,228,227
Monsieur le ministre mo extra contant ki oune déplacer en personne au collège de l’étudiant pour gérer ce genre de situation et c’est enn bon l’exemple qui oune donner au sein de l’éducation de maurice en entière,"Monsieur le ministre, mo extra kontan ki ou déplacer enn personne au collège de l’étudiant pour gérer se genre de situation, et se enn bon l’exemple qui ou donne au sein de l’éducation de Maurice en entière.",train,214,209,False,False,42,47
Bien bien triste 😥,Bien bien triste. 😥,train,20,21,False,False,236,235
"[NAME], slt mon ami oui c vrai soleil chaleur p donn bal zot dir pou ena la pli mais parfois c les contrair","[NAME], salut mon ami, oui se vrai soleil chaleur pe donne bal zot dir pu ena lapli mais parfois se les contrair.",train,109,115,False,False,147,141
"Mo frer bondier don toi buku kuraz, moi si mo ena zenfant kan to dir to ena 1 sel zenfan larm fini vin dan mo lizier😢 kumadir mo leker pe desirer💔, mo sympathies ek toi mo priyer ki to ggn lajustice🙏","Mo frere Bondieu donne toi buku kuraz, moi si mo ena zanfan kan to dir to ena 1 sel zanfan larm fini vinn dan mo lizye😢 kumadir mo leker pe desirer💔, mo sympathies ek toi mo priyer ki to gagne lazistis.🙏",train,201,205,False,False,55,51
Normal bane Boss Mayo la pay minimal pas p cav donner.. Sa bane etranger la pu travail pu ti cash.. Sa ki banla content bane Mayo Cholo la,Normal bann Boss Mayo la pay minimal pas pe kapav donne.. Sa bann etranger la pu travail pu ti cash.. Sa ki banla kontan bann Mayo Cholo la.,train,140,142,False,False,116,114
“Les chatons seromt proposés a l’adoption”.. Zis chatons? Bne mimi adultes la ki pu fer?!,“les chatons seront proposés a l’adoption”.. Zis chatons? Bann mimi adultes la ki pu fer?!,train,91,92,False,False,165,164
Bis letage ine prend difé🔥🔥🔥🔥,Bis letaz inn prend dife?🔥🔥🔥🔥,train,31,31,False,False,225,225
"Ayo, pa facil dutouuttt.","Ayo, pa fasil ditou.",train,26,22,False,False,230,234
Bizin faire tri dechets. Pa conner quand pou applique sa,Bizin faire tri dechets. Pa kone quand pu applique sa.,train,58,56,False,False,198,200
"[NAME], b vrai ki mone dir des mal🤣🤣🤣","[NAME], b vrai, ki mon dir des mal.🤣🤣🤣",train,39,40,False,False,217,216
Ena dimoune kumadir ban lgsm,Ena dimunn kumadir bann lgsm.,train,30,31,False,False,226,225
Tellement zot Inn met la loi pas ggn droit corrigé zenfant aila seki arriver zenfant nepli écoute parent ni professeur dans l'école couma ou pou kapav fer enn zenfant aprann,"Tellement zot inn met la loi, pas gagne droit corrigé zanfan. Aila seki arrive. Zanfan nepli écoute parent ni professeur dans l'école. Kuma ou pu kapav fer enn zanfan aprann?",train,175,176,False,False,81,80
"[NAME], eyy mamoo, dans nhs zot night shifts li 12.5 hours et ena zis foundation year doctor, rmo ek registrar ki reste dans l’hôpital mais après 12. 5 hours zot alle dormi lakaz! Ena 1 consultant ki on call depi so lakaz et ban docteur ki dan l’hôpital kpav call in case of emergency! Pas koz napa kan to ene bourbak","[NAME], ey mamou, dans NHS zot night shifts li 12.5 hours et ena zis foundation year doctor, rmo ek registrar ki reste dans l’hôpital mais après 12. 5 hours zot ale dormi lakaz! Ena 1 consultant ki on call depi so lakaz et bann docteur ki dan l’hôpital kapav call inn case of emergency! Pas koze napa kan to enn bourbak.",train,319,322,True,True,0,0
Pa 1 zafr ine deza ariv sa?,Pa 1 zafer inn deza arrive sa?,train,29,32,False,False,227,224
Sympathies a la famille,Sympathies à la famille.,train,25,26,False,False,231,230
Ki la banque sa,Ki la banque sa?,train,17,18,False,False,239,238
Be la ki zot pou faire li????,B la ki zot pu faire li????,train,31,29,False,False,225,227
Ou ti capave compter combien stand ena et ki zotte communoter,Ou ti kapav compter combien stand ena et ki zot communote?,train,63,60,False,False,193,196
