text,standardized,split,input_char_len,target_char_len,input_byte_len,target_byte_len,input_byte_char_ratio,target_byte_char_ratio
"[NAME], oui li vrai mo deja demand ban madame avec 2 a3 enfants avec concubin quifare pas marie zot dire mariage un seul fois dans la vie mais ou ena zenfan are li ou pas encore sure qui li un bon papa be ki ou pe faire marice trop laisser aller don zot tou kaliter faciliter mineur pe gain un jouer zot faire zenfan apres parent bizin alle tous rendez vous are zot lorla get zot zenfan kot la vie pe aller","[NAME], oui li vrai. Mo deza demande bann madame avec 2 a 3 enfants avec concubin qui fare pas marie zot dire mariage un seul fois dans lavi. Mais ou ena zanfan ar li ou pas encore sure qui li un bon papa. B ki ou pe faire. Maurice trop laisser ale donne zottu kalite facilite. Mineur pe gagne un jouer zot faire zanfan apre parent bizin ale tu rendez vous ar zot lor la get zot zanfan. Kot lavi pe ale.",train,406,403,406,403,1.0,1.0
"[NAME], ou’p dire mo ene batiara la","[NAME], ou pe dire mo enn batiara la?",train,35,37,37,37,1.0571428571428572,1.0
"Pa servi zis camera safe city... Empower road users ki servi dashcam footage ek done reward money ban sofer ki done valid dashcam videos. L'assurance oussi ena so role pou sanctione ban chauffards ki fer dangerous driving, soi augmente ou cancel l'assurance. Permis a points, la police, l'assurance, ban usagers de la route tou bizin marche ensam!","Pa servi zis camera safe city... Empower road users ki servi dashcam footage ek donne reward money bann sofer ki donne valid dashcam videos. L'assurance osi ena so role pu sanctione bann chauffer kifer dangerous driving, soi augmente ou cancel l'assurance. Permis a points, la police, l'assurance, bann usagers de la route tu bizin marse ensam!",train,347,344,347,344,1.0,1.0
"Jolie Kestion ha, si jamais enan aine complot konte lopital lerla ferme li","Jolie kestion ha, si jamais ena enn complot kont lopital lerla ferme li.",train,74,72,74,72,1.0,1.0
Tou sa rier la like pna,Tu sa riye la! Like pena.,train,23,25,23,25,1.0,1.0
Apres zot le law n order retabli 😂,Apre zot le law and order retabli. 😂,train,34,36,37,39,1.088235294117647,1.0833333333333333
[NAME] sa meme sa.. Zot nepli ena respect pour personne.. Liberté p faire marche upside-down!,"[NAME], samem sa.. Zot nepli ena respect pour personne.. Liberté pe faire marse upside-down!",train,93,92,94,93,1.010752688172043,1.0108695652173914
Ban gipm ssu smf la kot 1 plas kumsa zis 2 trnsport kin aller zt p fer comik mem zur ti bizin re aller encr + prn cki bizin prn,"Bann GIPM, SSU, SMF la kote? 1 plas kumsa zis 2 trnsport kinn ale. Zot pe fer koimk. Mem zur ti bizin re ale ankor + pran seki bizin pran.",train,127,138,127,138,1.0,1.0
Ena bezer la grimace 😬 toujour exist,Ena bez la. Grimace 😬 tuzur exist.,train,36,34,39,37,1.0833333333333333,1.088235294117647
Normal si lo to ene vrai patriot li to pou denonce sa gang la mais li sis ene politicien ki pe rode so boutte solid lapaye vip treatment to fifi junior mins etc pipi lot lepep si gang pe fini pays la,"Normal, si to enn vrai patriot li to pu denonce sa gang la. Mais li si enn politicien ki pe rode so boute. Solid lapey, VIP treatment, to fif junior minis, etc. Pipi lot lepep si gang pe fini pays la.",train,199,200,199,200,1.0,1.0
"Pour la transparence, qui au moins la banque la faire ene communiquer pour rassure zot clients. Parseki pas zordi pas demain publique pou conner et lerla confiance fini perdi","Pour la transparence, qui au moins la banque la faire enn communiquer pour rassure zot clients. Parski pas zordi, pas demain, publique pu kone et lerla confiance fini perdi.",train,174,173,174,173,1.0,1.0
Depi 2022 rezma taler tia dire pe gagn loki pation r canard saem pa koner,"Depi 2022, rezma taler to dire pe gagne lokipasyon ar canard. Samem pa kone.",train,73,76,73,76,1.0,1.0
"[NAME], ena dimoun gagne diarhea verbale... Zot zis dir nimporte koi sans okaine empathy ou ban sentiment humains normal 🙄 apel sa rode role et rode limportance... Dans lecole ti p apel sa fer linteressant.. Mo croire ena dimoun zot lespri in rest bloker r sa ban comportment innaceotable la.. Merci ou p coz avec ene bon raisonement et remet certain dimoun a lordre","[NAME], ena dimunn gagne diarhea verbale... Zot zis dir nerport koi sans okenn empathy ou bann sentiment humains normal 🙄 apel sa rode role et rode linportans... Dans lekol ti pe apel sa fer linteressant.. Mo croire ena dimunn zot lespri inn reste bloke ar sa bann comportment innaceptable la.. Merci ou pe koze avec enn bon raisonement et remet certain dimunn a lord.",train,366,368,369,371,1.0081967213114753,1.0081521739130435
Tir sa dooo p fini nou cassse,Tire sa dow. Pe fini nu kase.,train,29,29,29,29,1.0,1.0
"Bravo, 2 suspect out of sa cinq laa","Bravo, 2 suspect out of sa cinq la.",train,35,35,35,35,1.0,1.0
V dire 1 lot dimoune ki fine attack sa tourists la alors ki sa cannibal ki fine mange le nez de la tourists,Vdire 1 lot dimunn ki finn attack sa tourists la alors? Ki sa kanibal ki finn manze le nez de la tourists?,train,107,106,107,106,1.0,1.0
Re check to source,Re check to source.,train,18,19,18,19,1.0,1.0
Zot p tann sa ploré dan background la imazinn sa soufrans sa fami la bizin responsab lor la rout sympathies à la famille,Zot pe tande sa plore dan background la? Imazinn sa soufrans sa fami la. Bizin responsab lor la route. Sympathies à la famille.,train,120,127,122,128,1.0166666666666666,1.0078740157480315
To roder alla to gagner,"To rode, ala to gagne.",train,23,22,23,22,1.0,1.0
Chatwa lor bazzz,Chatwa lor baz.,train,16,15,16,15,1.0,1.0
To p get moi la😓 mo p fimer mm moi zot le ou pa,To pe get moi la😓 mo pe fime mem moi zot le ou pa.,train,47,50,50,53,1.0638297872340425,1.06
C p li pa trouve narien nec assiser bez casse,CP li pa truve nanyin. Nek asize bez kas.,train,45,41,45,41,1.0,1.0
Tiouuuuuuuu ena cinema partout feeeeeel the masti même remixer 😜,"Tiew ena cinema partu, feel the masti même. Remixer. 😜",train,64,54,68,58,1.0625,1.0740740740740742
Sa wai pa gard lenmi bless frero,"Sa wai, pa garde lenmi. Bless frere.",train,32,36,32,36,1.0,1.0
Une belle hypocrisie ein d'un coté [NAME] qui au volan sans impunité malgres ses effractions et ici sa espece dabangg la p vinn dir securité routière al manz chana puri dans station dow boule tang saem zot valerr,"Une belle hypocrisie ein! D'un kote [NAME] qui au volan sans impunité malgre ses effractions et ici, sa espece dabangg la pe vinn dir sekirite routière. Ale manze chana puri dans station dow boule tang, samem zot valer.",train,212,219,216,221,1.0188679245283019,1.0091324200913243
Mentione nom la bank la..,Mentione nom labank la..,train,25,24,25,24,1.0,1.0
8 mois li rentre dans piscine manque dattention bien bien triste parents ki pou souffert a vie Mes sympathy aux parents et la famille courage a vous 🙏,"8 mois li rantre dans piscine. Manque datention, bien bien triste. Parents ki pu souffert a vie. Mes sympathy aux parents et la famille courage à vous.🙏",train,150,152,153,156,1.02,1.0263157894736843
"Lot ku pa re dne li sa ein, dan plas tir lor dimune li pu tuy liem sa,","Lot kut pa redonne li sa ein, dan plas tire lor dimunn li pu touy limem sa.",train,70,75,70,75,1.0,1.0
Sirment li ti p van zis feuillage,Surement li ti pe vande zis feuillage.,train,33,38,33,38,1.0,1.0
Dir bane dimoune arete ale abandon zot zanimo la bas..😡.. La p tirer apres kelke mois dimoune pu revine quitter😞,Dir bann dimunn aret ale abandon zot zanimo laba..😡.. La pe tire apre kelke mois dimunn pu revinn quitter.😞,train,112,107,118,113,1.0535714285714286,1.0560747663551402
Le peuple pa ouler tan zot koser. Ban nimporte,Le peuple pa oule tande zot koze bann nerport.,train,46,46,46,46,1.0,1.0
Penann mots,Pena mots.,train,11,10,11,10,1.0,1.0
"[NAME], bravo roshi badain tò l ider ca respect sir met ene candida [NAME] pou procaine elections",Grand bravo Roshi Badin. To lide sa. Respect Sir. Met enn candidat dans Rodrigues pu prohaine election.,train,97,103,98,103,1.0103092783505154,1.0
S ki pou amen poisson la dans lacourt comme preuvre?,Seki pu amenn poisson ladan lakour comme prev?,train,52,46,52,46,1.0,1.0
Ine faire ene alcohol test ou drug test ar li???,Inn faire enn alcohol test ou drug test ar li???,train,48,48,48,48,1.0,1.0
Samem apel changement la sa,Samem apel changement la sa.,train,27,28,27,28,1.0,1.0
Gros gros poid lourd pass dan sa simer la. P bez simer p exclate coltard partout!,Gros gros poid lourd pass dan sa sime la. Pe bez sime pe eclate coaltar partu!,train,81,78,81,78,1.0,1.0
Ki cyclone la kave vinn ziss dan weekend sa??🤣🤣. Enn fake cyclone sa,Ki cyclone la kapav vinn zis dan weekend sa??🤣🤣. Enn fake cyclone sa.,train,68,69,74,75,1.088235294117647,1.0869565217391304
zot pou dire pena cash la caisse vide,"Zot pu dire pena cash, la caisse vide.",train,37,38,37,38,1.0,1.0
Gvmt bizin vote laloi bizin la polis servi tazer lerla,"Guvernman, bizin vote lalwa, bizin lapolis servi tazer lerla.",train,54,61,54,61,1.0,1.0
Sa. Comissair la pas ti ena alzimer dans case roche noire,Sa comissaire la pas ti ena Alzheimer dans case Roches Noires.,train,57,62,57,62,1.0,1.0
Lot mois nouvo episode.... Ala pm et les autres gagne ene lot choc,"Lot mois, nuvo episode.... Ala premye minis et les autres gagne enn lot choc.",train,66,77,66,77,1.0,1.0
Mo ti fk p gt sa la🤣🤣,Mo ti fek pe get sa la.🤣🤣,train,21,25,27,31,1.2857142857142858,1.24
"[NAME], mo pa le fr 1 kk liki kuma toi kin fini manz kk politichiens compren ki v dir kk et ki v dir poudine pu toi poudine v dir kk et kk v dir poudine alor mo evit ggn zafer avek ban malpropt kuma toi et aret mentione mo nom","[NAME], mo pa lei fer 1 kakaliki kuma toi kinn fini manze kaka politicien konpran ki vdire kaka et ki vdire poudine. Pu toi poudine vdire kaka et kaka vdire poudine. Alor mo evite gagne zafer avek bann malpropte kuma toi et aret mansyon mo nom.",train,226,244,226,244,1.0,1.0
Rs 15000 1 lesson normal li pou vine milionaires,Rs15000 1 lesson normal li pu vinn milionaires.,train,48,47,48,47,1.0,1.0
"[NAME], qui faire to faire sa 🤣🤣🤣🤣","[NAME], qui faire to faire sa? 🤣🤣🤣🤣",train,34,35,46,47,1.3529411764705883,1.3428571428571427
Boss mn casiete to cash caution enbas roche dans Vacoas bourer ale rode li avant bnla ramass toi! 😂😂🪨,"Bos,s mon kasyet to cash caution enba roche dans Vacoas. Boure ale rode li avant banla ramasse toi! 😂😂🪨",train,101,103,110,112,1.0891089108910892,1.087378640776699
"[NAME], pli volere nkr","[NAME], plis voler ankor.",train,22,25,22,25,1.0,1.0
Mille fois m. S. M et so jugatpal,Mille fois MSM et so Jugatpal.,train,33,30,33,30,1.0,1.0
"[NAME], pena lot dialog copier mo dialog et rest repet mem zafer 🙄🙄🙄 Kel d'intelligence 😂😂😂 bravo grand grand cozer mais pena couraz servi to vrai nom bizin cree foss profile pou kapav fer linteressant et rode laffection r etranzer online euta mo ena tro pitier pou toi 😭","[NAME], pena lot dialog? Copier mo dialog et reste repet mem zafer. 🙄🙄🙄 Kel signe d'intelligence 😂😂😂 Bravo! Grand grand koze mais pena kouraz servi to vrai nom. Bizin kree fos profile pu kapav fer linteressant et rode lafeksyon ar etranzer online. Euta! Mo ena tro pitye pu toi. 😭",train,271,280,292,301,1.0774907749077491,1.075
"[NAME], p pren sa ou bien p rendez fam pas oule 2026 paret lanin bane zom","[NAME], pe pran sa ou bien pe rendez fam pas oule, 2026. Paret lane bann zom.",train,73,77,73,77,1.0,1.0
Quand pu sortir en groupe décider ki pu conduire et ki pu boire alcohol sa ki pu boire alcohol pas conduire,Quand pu sortir en groupe decide ki pu kondire et ki pu boire alcohol. Seki pu boire alcohol pas kondire.,train,107,105,108,105,1.0093457943925233,1.0
Toujours 1 ti rapel li si li 1 humain pas bat li svp,"Toujours 1 ti rapel: li si li 1 humain, pas bate li svp.",train,52,56,52,56,1.0,1.0
Bien gagne cash apres rode cokin cash boug la. Sa meme apel humain sa,Bien gagne cash apre rode kokin cash boug la. Samem apel humain sa.,train,69,67,69,67,1.0,1.0
Sofer in teste a ladrogue et Alcool.. Sure et certain sorti discoteque,Sofer inn teste a ladrog et lalkol.. Sure et certain sorti discoteque.,train,70,70,70,70,1.0,1.0
Boire.. Drogue et conduire.. Si pa mort cmsa b quand pu mort!?,Boire.. Drogue et kondire.. Si pa mort kumsa b quand pu mort!?,train,62,62,62,62,1.0,1.0
Nu guet 1 kout sa gouvernment la ki pu faire la,Nu get 1 kut sa gouvernment la ki pu faire la.,train,47,46,47,46,1.0,1.0
"[NAME], fameux 146 mo pensé c'est n centre d'appel est pa pou prend personel médical pou met travail la dans ti pou intéressant konai ki sana p travail dans sa centre la ske pane créé sa pou place zot dimoune","[NAME], fameux 146. Mo pense c'est enn centre d'apel est pa pu prend personel médical pu met travail ladan. Ti pu intéressant kone ki pe travail dans sa centre la, seki pann créé sa pu place zot dimunn?",train,208,202,213,206,1.0240384615384615,1.0198019801980198
Zot bien en retard astere la ki lizié ouvert zot fine trouver c ene place sacred fair ti comic 9,Zot bien en retard.. Aster la ki lizye ouvert. Zot finn truve se enn place sacred. Fer ti comik 9.,train,96,98,97,98,1.0104166666666667,1.0
Cinema pe faire noir femme,Cinema pe faire noir femme.,train,26,27,26,27,1.0,1.0
"Haute grade, gran parsonage, gran palto... Zot perna nom zot","Haute grade, gran parsonage, gran palto... Zot pena nom zot.",train,60,60,60,60,1.0,1.0
Kapav so larou devan inn plat,Kapav so larou divan inn plat.,train,29,30,29,30,1.0,1.0
"[NAME], pena franco mauricien la dan bro personne pas mauricien ou franco la dan","[NAME], pena Franco-Mauricien ladan, brother. Personne pas Mauricien ou franco ladan.",train,80,85,80,85,1.0,1.0
"[NAME], houn 9yrs later 😌 kifrrr","[NAME], houn, 9 years later? 😌 Kifer?",train,32,37,35,40,1.09375,1.0810810810810811
Bientot pou bizin introduire tiktok couma sujet ene sel coup 100% success rate,Bientot pu bizin introduire TikTok kuma sujet. Enn sel kut 100% success rate.,train,78,77,78,77,1.0,1.0
Si ena emeute patient pa gagne bourre,"Si ena emeute patient, pa gagne boure.",train,37,38,37,38,1.0,1.0
"[NAME], pas la police la ena ban zanfoot p laguerre lor la gar port louis la police bizin laisse zot mort sa ki mo p rode dir parent p fer sacrefice p avoy zot lekol bel yen ena pou laguerre lerla dernier ler to trouver la police la m blesser","[NAME], pas la police la. Ena bann zanfan pe lager lor la gare Port Louis. La police bizin laisse zot mort. Seki mo pe rode dir: parent pe fer sacrifice pe avoy zot lekol, bel yen ena pu lager. Lerla dernier ler to truve la police la mo blesse.",train,242,244,242,244,1.0,1.0
Derierier ddi crime zot fer sa,Deryer ddi crime zot fer sa.,train,30,28,30,28,1.0,1.0
"B pension la ki arrivé, e poze bon question alkiz stp shakeel li korek mais mo pa gagne comprend li p accepter bann couyonade ek pm la caisse vide, eh si kozé faire mort","B pension la ki arrive? Et poz bon question Alkiz stp. Shakeel li korek mais mo pa gagne comprend li pe accepte bann kuyonad ek premye minis la caisse vide, eh si koze faire mort.",train,169,179,171,179,1.0118343195266273,1.0
Fourmi rouge in rentre dan caleçon mo croire,Fourmi rouge inn rantre dan calson mo croire.,train,44,45,45,45,1.0227272727272727,1.0
"[NAME], bezz la","[NAME], bez la!",train,15,15,15,15,1.0,1.0
Ici ban gen Z zot kone met jis nissa,"Ici bann Gen Z, zot kone met zis nisa.",train,36,38,36,38,1.0,1.0
"[NAME], ine gagne liberte pou fer zis tout sa mm zot p respirer aster","[NAME], inn gagne liberte pu fer zis tu. Samem zot pe respire aster.",train,69,68,69,68,1.0,1.0
Cadré Li mette dan ou bureau. Force policiere sa mem zotte vo. PA pu Ena changement,Cadre li met dan ou bureau. Force policiere samem zot vo. Pa pu ena changement.,train,83,79,84,79,1.0120481927710843,1.0
Bizin fer partous vine ONEWAY akoz tro bcoup loto e dimoune pena garage,Bizin fer partu vinn oneway akoz tro buku loto et dimunn pena garage.,train,71,69,71,69,1.0,1.0
Zotto mal commencer 2026,Zot mal commence 2026.,train,24,22,24,22,1.0,1.0
Bane bel peto ki al linde bizin en 40 1 kuma retourne fodrai pa ki acoze proche ar gouvernment zote traverse dan filet zote rentre,"Bann bel peto ki ale Inde, bizin en 40 1 kuma retourne. Fode pa ki akoz proche ar gouvernment zot traverse dan filet, zot rantre.",train,130,129,130,129,1.0,1.0
Sa pa 1 problem zordi jour sa li 1 grand problem dpi bien aver OK ici mmm ki Ena sa ein oken place Dan moris pa kumsa Ena li selman bien tigit ici zot lespri mmm dir zot pa fer garage parki zot motaliT mmm kumsa,"Sa pa 1 problem zordi jour. Sa li 1 grand problem. Depi bien avant, ok, ici mem ki ena sa, ein. Okenn place dan Moris pa kumsa. Ena li selma bien tigit ici. Zot lespri mem dir zot pa fer garage, parki zot mantalite mem kumsa.",train,211,225,211,225,1.0,1.0
