text,standardized,split,prefixed_input,input_word_len,target_word_len,input_char_len,target_char_len,prefixed_input_token_len,target_token_len,input_token_word_ratio,target_token_word_ratio,input_has_unk,target_has_unk,input_truncated,target_truncated
La honte sa Maurice ni fini,La honte sa Maurice ni fini.,train,restore Mauritian Creole text: La honte sa Maurice ni fini,6,6,27,28,25,17,4.166666666666667,2.8333333333333335,False,False,False,False
Boug la ine bez 1 lot dimoune kout lacide sa personne pa p koZ nek zte p koz lor sa policier la Lin bien fer en tous cas,Boug la inn bez 1 lot dimunn kut lasid sa personne pa pe koze. Nek zot pe koze lor sa policier la. Linn bien fer entuka.,train,restore Mauritian Creole text: Boug la ine bez 1 lot dimoune kout lacide sa personne pa p koZ nek zte p koz lor sa policier la Lin bien fer en tous cas,28,26,120,120,69,61,2.4642857142857144,2.3461538461538463,False,False,False,False
Li bon Pou moricien... Va apprane zot vote dynasty meme,Li bon pu Morisien... Va aprann zot vote dynasty mem.,train,restore Mauritian Creole text: Li bon Pou moricien... Va apprane zot vote dynasty meme,10,10,55,53,32,28,3.2,2.8,False,False,False,False
To someil in case astr. Ou to pense to encore dan reve,To somey inn kase aster. Ou to pense to encore dan reve.,train,restore Mauritian Creole text: To someil in case astr. Ou to pense to encore dan reve,12,12,54,56,27,23,2.25,1.9166666666666667,False,False,False,False
Pu defonce 1 baraz mo penser ti p roule trop doucement,"Pu defonce 1 baraz, mo pense ti pe roule trop doucement.",train,restore Mauritian Creole text: Pu defonce 1 baraz mo penser ti p roule trop doucement,11,11,54,56,31,23,2.8181818181818183,2.090909090909091,False,False,False,False
Encore blablablaaaa,Encore blablabla.,train,restore Mauritian Creole text: Encore blablablaaaa,2,2,19,17,18,7,9.0,3.5,False,False,False,False
"[NAME], to kapav explik nou la situation stp","[NAME], to kapav eksplik nu la situation stp?",train,"restore Mauritian Creole text: [NAME], to kapav explik nou la situation stp",8,8,44,45,28,22,3.5,2.75,False,False,False,False
AreT lerla banela fr etranger vine travail saem zot. But la,Aret lerla banla fer etranzer vinn travail samem zot but la.,train,restore Mauritian Creole text: AreT lerla banela fr etranger vine travail saem zot. But la,11,11,59,60,37,26,3.3636363636363638,2.3636363636363638,False,False,False,False
Nom naiyba?,Nom naiyba?,train,restore Mauritian Creole text: Nom naiyba?,2,2,11,11,20,11,10.0,5.5,False,False,False,False
"[NAME], 2 suédois?","[NAME], 2 Suédois?",train,"restore Mauritian Creole text: [NAME], 2 suédois?",3,3,18,18,20,11,6.666666666666667,3.6666666666666665,False,False,False,False
Bougre la parete fatiguer laisse sa bougre la alle reposer do,"Boug la paret fatigue. Laisse sa boug la ale repose, dow.",train,restore Mauritian Creole text: Bougre la parete fatiguer laisse sa bougre la alle reposer do,11,11,61,57,29,22,2.6363636363636362,2.0,False,False,False,False
Pa p touyyyy zenfan dimoun selma,Pa pe touy zanfan dimunn selma.,train,restore Mauritian Creole text: Pa p touyyyy zenfan dimoun selma,6,6,32,31,29,17,4.833333333333333,2.8333333333333335,False,False,False,False
Laisse zot vivre ena p fr pire ki sa,Laisse zot viv! Ena pe fer pire ki sa.,train,restore Mauritian Creole text: Laisse zot vivre ena p fr pire ki sa,9,9,36,38,31,24,3.4444444444444446,2.6666666666666665,False,False,False,False
Demand li pension 65 ans svp,Demande li pension 65 ans svp.,train,restore Mauritian Creole text: Demand li pension 65 ans svp,6,6,28,30,22,15,3.6666666666666665,2.5,False,False,False,False
"[NAME], dans place acuz piti la... Prier pou so guerison","[NAME], dans plas akiz piti la... Prier pu so guerison.",train,"restore Mauritian Creole text: [NAME], dans place acuz piti la... Prier pou so guerison",10,10,56,55,28,23,2.8,2.3,False,False,False,False
C le system ki pas bon. A la base de tou c politic ki decider a coz un vote,"Se le system ki pas bon. A la base de tu, se politic ki decide akoz un vote.",train,restore Mauritian Creole text: C le system ki pas bon. A la base de tou c politic ki decider a coz un vote,19,18,75,76,39,31,2.0526315789473686,1.7222222222222223,False,False,False,False
La loi bizin equal pas zis pour ti dimoun,La loi bizin equal pas zis pour ti dimunn.,train,restore Mauritian Creole text: La loi bizin equal pas zis pour ti dimoun,9,9,41,42,25,17,2.7777777777777777,1.8888888888888888,False,False,False,False
"[NAME], dapré mwa oci, ou éna pleinman raizon. Pa réssan sa, et pa n tigitt plainte éna","[NAME], dapre mwa osi, ou ena pleinman rezon. Pa resan sa, et pa enn tigit plainte ena.",train,"restore Mauritian Creole text: [NAME], dapré mwa oci, ou éna pleinman raizon. Pa réssan sa, et pa n tigitt plainte éna",17,17,87,87,58,52,3.411764705882353,3.0588235294117645,False,False,False,False
"franco-mauricien, lol","Franco-Mauricien, lol.",train,"restore Mauritian Creole text: franco-mauricien, lol",2,2,21,22,21,9,10.5,4.5,False,False,False,False
Quand ene ban certaine ena cash zot pencer toute est permis pour eux,"Quand enn bann certaine ena cash, zot pense toute est permis pour eux!",train,restore Mauritian Creole text: Quand ene ban certaine ena cash zot pencer toute est permis pour eux,13,13,68,70,32,25,2.4615384615384617,1.9230769230769231,False,False,False,False
L'année p fini normal zotte travail 1coup avant l'année la fini bane la monnaie jette,"L'année pe fini, normal zot travail 1 kut avant l'année la fini. Bann la monnaie jette.",train,restore Mauritian Creole text: L'année p fini normal zotte travail 1coup avant l'année la fini bane la monnaie jette,15,16,85,87,39,35,2.6,2.1875,False,False,False,False
"Aster dimoune ki ena leducation mem pe vine pli grand malpropre, pli grand voleur, pli grand bandit.. La honte e malediction bizin fini zot","Aster dimunn ki ena ledikasyon mem pe vinn plis grand malpropre, plis grand voleur, plis grand bandit... La honte et malediction bizin fini zot.",train,"restore Mauritian Creole text: Aster dimoune ki ena leducation mem pe vine pli grand malpropre, pli grand voleur, pli grand bandit.. La honte e malediction bizin fini zot",24,24,139,144,65,63,2.7083333333333335,2.625,False,False,False,False
Li normal pou gagne tout qualités malade labas zt pires ki zanimo,Li normal pu gagne tu kalite malade laba. Zot pires ki zanimo.,train,restore Mauritian Creole text: Li normal pou gagne tout qualités malade labas zt pires ki zanimo,12,12,65,62,35,30,2.9166666666666665,2.5,False,False,False,False
Fuuuuf pe coze cake,Fuf! pe koze cake.,train,restore Mauritian Creole text: Fuuuuf pe coze cake,4,4,19,18,19,11,4.75,2.75,False,False,False,False
Ki zot pe rode faire. Pas gagne comprend,Ki zot pe rode faire? Pas gagne comprend.,train,restore Mauritian Creole text: Ki zot pe rode faire. Pas gagne comprend,8,8,40,41,25,17,3.125,2.125,False,False,False,False
Pufffff kan tou bane chatwas dynastie pour ale faire prison et surtout retourne l’argent public,Puf! Kan tu bann chatwas dynastie pour ale faire prison et surtout retourne l’argent public?,train,restore Mauritian Creole text: Pufffff kan tou bane chatwas dynastie pour ale faire prison et surtout retourne l’argent public,15,15,95,92,43,33,2.8666666666666667,2.2,False,False,False,False
"[NAME], zeleve la pas p envie apprane c simple","[NAME], zelev la pas pe anvi aprann, se simple.",train,"restore Mauritian Creole text: [NAME], zeleve la pas p envie apprane c simple",9,9,46,47,29,22,3.2222222222222223,2.4444444444444446,False,False,False,False
"[NAME], ti p fer la peinture roche noire","[NAME], ti pe fer la peinture Roches Noires.",train,"restore Mauritian Creole text: [NAME], ti p fer la peinture roche noire",8,8,40,44,28,19,3.5,2.375,False,False,False,False
Zot manque role tout les temps zanimaux qui blamer bane vermine tire poisson tout,Zot mank role. Tu letan zanimo qui blamer bann vermine. Tire poisson tu.,train,restore Mauritian Creole text: Zot manque role tout les temps zanimaux qui blamer bane vermine tire poisson tout,14,13,81,72,31,28,2.2142857142857144,2.1538461538461537,False,False,False,False
Moi mo dire permit a point pa end solution capav met li selma li pan solution pou pena accident gourvenmet so problem largent zot pe met la police 🚔 lor sime dan 2eme lane pe aret loto ou capav fair plis accident met baraz cot discotec couma sorti cass liki pa kan dimun fini mort lerla ki pou prand cont,"Moi mo dire permis a point pa enn solution. Kapav met li, selma li pa enn solution pu pena accident. Guvernman so problem larzan: zot pe met la police 🚔 lor sime. Dan 2eme lane pe aret loto, ou kapav fer plis accident. Met baraz kot discotec: kuma sorti, kase liki. Pa kan dimunn fini mort lerla ki pu pran kont.",train,restore Mauritian Creole text: Moi mo dire permit a point pa end solution capav met li selma li pan solution pou pena accident gourvenmet so problem largent zot pe met la police 🚔 lor sime dan 2eme lane pe aret loto ou capav fair plis accident met baraz cot discotec couma sorti cass liki pa kan dimun fini mort lerla ki pou prand cont,60,61,304,312,120,131,2.0,2.1475409836065573,True,True,False,False
"[NAME], sa couzine qui to pa tender lor sa la terre la","[NAME], sa couzine qui to pa tande lor sa la terre la.",train,"restore Mauritian Creole text: [NAME], sa couzine qui to pa tender lor sa la terre la",12,12,54,54,33,28,2.75,2.3333333333333335,False,False,False,False
Ki la police ti bizin faire massage ar li,Ki la police ti bizin faire? Massage ar li.,train,restore Mauritian Creole text: Ki la police ti bizin faire massage ar li,9,9,41,43,25,18,2.7777777777777777,2.0,False,False,False,False
Grave ki la banque,"Grave, ki la banque?",train,restore Mauritian Creole text: Grave ki la banque,4,4,18,20,16,9,4.0,2.25,False,False,False,False
Chef la ene fesse sa pou p bizin bat bis 🤔,Chef la enn fesse sa pu pe bizin bate bis. 🤔,train,restore Mauritian Creole text: Chef la ene fesse sa pou p bizin bat bis 🤔,11,11,42,44,31,23,2.8181818181818183,2.090909090909091,True,True,False,False
Beaucoup pou juger mais sa l'age la pulsion fort et malheureusement coz sex ar zenfant li enkor tabou pou certain parent et tres souvent kan ou pou empeche 1 zenfant faire 1 zaffaire li pou envi faire li 2 fois plus paski linn rod conner ki ena ladans. Arrete sa maniere ki bizin attane lekol faire education sexuelle ar ou zenfant la paski parfois li trop tard lavi kiumsa aster ou bizin vivre ouvert avc respect surtout avc ou zenfant explik li l'acte mais explik li aussi consequence ki sa pou ena lor zot lavi,"Beaucoup pu juger. Mais sa laz la pulsion fort et malheureusement koze sex ar zanfan li ankor tabou pu certain parent. Tre souvent, kan ou pu anpes 1 zanfan fer 1 zafer, li pu anvi fer li 2 fwa plis, parski linn rode kone ki ena ladan. Aret sa maniere ki bizin atann lekol fer education sexuelle ar ou zanfan la, parski parfois li trop tard. Lavi kumsa, aster ou bizin viv ouvert avec respect, surtout avec ou zanfan. Eksplik li l'acte, mais eksplik li aussi consequence ki sa pu ena lor zot lavi.",train,restore Mauritian Creole text: Beaucoup pou juger mais sa l'age la pulsion fort et malheureusement coz sex ar zenfant li enkor tabou pou certain parent et tres souvent kan ou pou empeche 1 zenfant faire 1 zaffaire li pou envi faire li 2 fois plus paski linn rod conner ki ena ladans. Arrete sa maniere ki bizin attane lekol faire education sexuelle ar ou zenfant la paski parfois li trop tard lavi kiumsa aster ou bizin vivre ouvert avc respect surtout avc ou zenfant explik li l'acte mais explik li aussi consequence ki sa pou ena lor zot lavi,95,94,513,497,206,209,2.168421052631579,2.223404255319149,False,False,False,False
Kot to ti ete le temp ti coupe pension 60 ans li malin sa booog la 🤣,Kot to ti ete letan ti coupe pension 60 ans? Li malin sa boug la. 🤣,train,restore Mauritian Creole text: Kot to ti ete le temp ti coupe pension 60 ans li malin sa booog la 🤣,17,16,68,67,45,33,2.6470588235294117,2.0625,True,True,False,False
Ski agasant c dans ban clinic privé ban officier minister check tou zfr mais il s'agit de public bcp zfr pas dapres nombre mo trouv plitot ena ene laisse alle,Seki agasant se dans bann clinic prive bann officier minister check tu zafer mais il s'agit de public buku zafer pas dapre nombre. Mo truve plito ena enn laisse ale.,train,restore Mauritian Creole text: Ski agasant c dans ban clinic privé ban officier minister check tou zfr mais il s'agit de public bcp zfr pas dapres nombre mo trouv plitot ena ene laisse alle,30,30,158,165,69,62,2.3,2.066666666666667,False,False,False,False
Pff mon dieu fr ki parents la retrouve so zenfant,"Pff! Mon Dieu, fer ki parents la retrouve so zanfan.",train,restore Mauritian Creole text: Pff mon dieu fr ki parents la retrouve so zenfant,10,10,49,52,26,20,2.6,2.0,False,False,False,False
Plan strategique kuma case Ross nwaarrr????,Plan stratezik kuma case ross nwar????,train,restore Mauritian Creole text: Plan strategique kuma case Ross nwaarrr????,6,6,43,38,29,18,4.833333333333333,3.0,False,False,False,False
Meteo encor r so la veil la veil lané la boss,Meteo ankor ar so la veye? La veye lane la boss.,train,restore Mauritian Creole text: Meteo encor r so la veil la veil lané la boss,11,11,45,48,30,24,2.727272727272727,2.1818181818181817,False,False,False,False
Vigilance pa vigilance taler nek tan dire lock down,"Vigilance pa vigilance, taler nek tande dire lock down.",train,restore Mauritian Creole text: Vigilance pa vigilance taler nek tan dire lock down,9,9,51,55,30,24,3.3333333333333335,2.6666666666666665,False,False,False,False
"[NAME], oui sa mem sa et mo truvé ou kapave xplik ban lezot madame cuma vey zanfan","[NAME], oui samem sa et mo truve ou kapav eksplik bann lezot madame kuma veye zanfan.",train,"restore Mauritian Creole text: [NAME], oui sa mem sa et mo truvé ou kapave xplik ban lezot madame cuma vey zanfan",17,16,82,85,56,49,3.2941176470588234,3.0625,False,False,False,False
Pas Fer goblet do pas dire moi n parent so enfant in perdi li pas meme sinial la police soit faudé li encore dans nisa meme pour qui li pas remarke so enfants in perdi,"Pas fer goblet dow. Pas dire moi enn parent so zanfan inn perdi, li pas mem signal la police. Soit fode li encore dans nisa mem pour ki li pa remarke so zanfan inn perdi.",train,restore Mauritian Creole text: Pas Fer goblet do pas dire moi n parent so enfant in perdi li pas meme sinial la police soit faudé li encore dans nisa meme pour qui li pas remarke so enfants in perdi,35,35,167,170,69,73,1.9714285714285715,2.085714285714286,False,False,False,False
"[NAME], sa pa envi al lkl sa 🤣🤣","[NAME], sa pa anvi ale lekol sa. 🤣🤣",train,"restore Mauritian Creole text: [NAME], sa pa envi al lkl sa 🤣🤣",8,8,31,35,31,20,3.875,2.5,True,True,False,False
Chapeau a toi mo frere mais parfois sa qualiter dimoune bar bar la mem ki fer nou crise monter karma pou fer so travail frere quitte tou dans la main bon dieu,Chapeau a toi mo frere mais parfois sa kalite dimunn bar bar lamem kifer nu crise monte. Karma pu fer so travail frere quitte tu dans la main Bondieu.,train,restore Mauritian Creole text: Chapeau a toi mo frere mais parfois sa qualiter dimoune bar bar la mem ki fer nou crise monter karma pou fer so travail frere quitte tou dans la main bon dieu,32,29,158,150,67,59,2.09375,2.0344827586206895,False,False,False,False
Envoie trump rase tous sa ta [NAME],Envoie Trump rase tusa ta [NAME].,train,restore Mauritian Creole text: Envoie trump rase tous sa ta [NAME],7,6,35,33,29,18,4.142857142857143,3.0,False,False,False,False
Fek ti Metter dan 1 l'article ki 1 garcon travail la bank in kokin Kass et beaucoup p demande ki la bank sa Ala fantôme la Lire l'article laba la et sanla zot pu comprend,Fek ti met dan 1 l'article ki 1 garson travail labank inn kokin kas et beaucoup pe demande ki labank sa. Ala fantôme la lire l'article laba la et sanla zot pu konpran.,train,restore Mauritian Creole text: Fek ti Metter dan 1 l'article ki 1 garcon travail la bank in kokin Kass et beaucoup p demande ki la bank sa Ala fantôme la Lire l'article laba la et sanla zot pu comprend,35,33,170,167,81,75,2.3142857142857145,2.272727272727273,False,False,False,False
ResP,Respe.,train,restore Mauritian Creole text: ResP,1,1,4,6,12,4,12.0,4.0,False,False,False,False
Chapeau bas a ou monsieur sage decision ou ine bien reflechi qui bondié continuer béni ou ek ou fami,"Chapeau bas a ou monsieur, sage decision, ou inn bien reflechi, qui Bondieu kontiyn béni ou ek ou fami.",train,restore Mauritian Creole text: Chapeau bas a ou monsieur sage decision ou ine bien reflechi qui bondié continuer béni ou ek ou fami,19,19,100,103,46,44,2.4210526315789473,2.3157894736842106,False,False,False,False
